,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
7007,3,0.0,1.0,0.0,155.0,6,60,18
7959,4,1.0,1.0,0.0,91.0,3,60,50
6691,4,2.0,2.0,2.0,139.0,3,1125,23
93,4,1.0,1.0,3.0,155.0,6,365,2
831,2,1.0,1.0,2.0,90.0,3,21,9
2759,4,1.0,1.0,3.0,152.0,30,1125,10
2112,4,2.0,1.0,2.0,250.0,3,10,12
7325,2,1.0,1.0,1.0,160.0,30,305,38
7172,2,0.0,1.0,1.0,37.0,1,1125,6
5307,2,0.0,1.0,1.0,75.0,60,1125,135
6949,2,1.0,1.0,1.0,122.0,2,45,100
2724,6,3.0,1.0,5.0,230.0,5,365,167
2985,5,3.0,1.0,4.0,100.0,4,15,2
2575,4,2.0,1.0,4.0,130.0,120,305,0
3476,6,3.0,2.0,3.0,177.0,4,14,13
4722,2,2.0,2.0,1.0,79.0,2,1125,1
6740,2,1.0,1.0,1.0,90.0,3,1125,25
1315,2,1.0,1.0,1.0,39.0,2,62,26
3892,2,1.0,1.0,1.0,70.0,2,15,1
1276,3,1.0,1.0,2.0,80.0,5,120,20
2945,4,1.0,1.0,2.0,50.0,1,1125,0
5182,6,2.0,1.0,2.0,100.0,5,1125,15
6191,4,1.0,1.0,2.0,100.0,1,1125,0
880,3,1.0,1.0,2.0,170.0,30,305,28
6287,2,1.0,1.0,1.0,55.0,7,120,2
6522,2,1.0,1.0,1.0,47.0,1,25,34
4185,3,0.0,1.0,3.0,84.0,30,180,0
1338,2,1.0,1.0,2.0,59.0,30,305,82
2701,7,4.0,1.5,5.0,290.0,3,30,49
5358,5,3.0,2.0,4.0,200.0,3,1125,0
3304,2,1.0,1.0,1.0,75.0,3,45,62
1439,3,1.0,1.0,2.0,80.0,5,1124,23
3917,2,1.0,1.0,1.0,45.0,1,1125,1
2200,1,1.0,1.0,1.0,73.0,2,1125,40
7886,6,2.0,1.0,3.0,250.0,4,1125,4
4581,2,0.0,1.0,1.0,95.0,270,305,17
4115,2,1.0,1.0,1.0,60.0,4,1125,0
7169,2,1.0,1.0,0.0,55.0,2,1125,169
7656,2,1.0,1.0,0.0,47.0,3,1125,24
2292,2,1.0,1.0,0.0,68.0,92,110,1
4446,4,1.0,1.0,2.0,90.0,3,1125,5
2291,2,1.0,1.0,1.0,60.0,4,1125,85
3094,2,1.0,1.0,1.0,80.0,4,1125,52
2705,3,0.0,1.0,1.0,121.0,5,90,25
3529,4,1.0,1.0,0.0,98.0,7,15,31
7297,5,3.0,1.0,3.0,100.0,3,1125,55
4189,4,2.0,1.0,2.0,84.0,3,1125,21
5306,2,0.0,1.0,1.0,55.0,1,1125,1
7001,2,1.0,1.0,1.0,95.0,2,20,42
5441,2,1.0,1.0,1.0,120.0,3,1125,41
5718,1,1.0,0.5,1.0,40.0,10,120,29
3920,4,1.0,1.0,2.0,60.0,1,1125,0
5780,5,3.0,2.0,3.0,140.0,4,21,0
4743,2,1.0,1.0,1.0,65.0,3,1125,0
6333,2,1.0,1.0,1.0,67.0,2,2,13
372,4,1.0,1.0,1.0,150.0,1,365,3
612,4,2.0,1.0,3.0,100.0,3,60,0
576,2,1.0,1.0,2.0,55.0,28,60,1
7416,3,1.0,1.0,1.0,128.0,91,1125,3
5466,5,1.0,1.0,1.0,226.0,3,1125,0
4151,4,2.0,1.0,2.0,110.0,2,1125,100
7911,4,2.0,2.0,3.0,130.0,2,1125,8
4173,2,1.0,1.0,1.0,50.0,15,20,3
3486,2,1.0,1.5,1.0,38.0,28,1125,48
1898,6,3.0,3.0,3.0,200.0,7,60,2
1660,2,1.0,1.0,1.0,100.0,6,270,18
7372,4,1.0,1.0,2.0,76.0,5,1124,31
5046,2,0.0,1.0,1.0,79.0,1,1125,94
6136,2,1.0,1.0,1.0,50.0,1,30,10
6050,2,1.0,1.0,1.0,60.0,1,2,7
7141,2,1.0,1.0,1.0,80.0,8,8,0
3686,2,0.0,1.0,1.0,70.0,1,1125,0
6661,6,2.0,1.0,3.0,149.0,1,1125,3
5443,2,1.0,1.0,1.0,70.0,1,1125,0
6982,6,2.0,1.0,3.0,99.0,30,300,22
2078,2,1.0,1.0,1.0,45.0,2,10,4
6748,4,1.0,1.0,1.0,340.0,2,1125,45
3681,4,0.0,1.0,3.0,89.0,2,1125,44
4715,4,2.0,1.0,2.0,89.0,2,365,9
4344,1,2.0,1.0,1.0,30.0,3,60,13
4878,3,0.0,1.0,2.0,77.0,10,1125,0
5948,2,0.0,1.0,1.0,49.0,2,1125,94
849,6,3.0,2.0,3.0,290.0,5,15,7
3901,5,3.0,1.5,5.0,250.0,1,1125,0
1641,2,1.0,1.0,1.0,99.0,2,365,328
6358,2,1.0,1.0,1.0,70.0,2,20,2
4167,6,1.0,1.0,3.0,500.0,2,1125,25
4348,2,0.0,1.0,1.0,85.0,5,30,69
671,2,1.0,1.0,1.0,119.0,2,15,43
4466,4,2.0,1.0,3.0,195.0,4,1125,42
5416,4,1.0,1.0,2.0,125.0,7,365,3
6601,4,0.0,1.0,2.0,70.0,2,1125,2
7179,3,1.0,1.0,1.0,130.0,3,30,53
5643,1,0.0,1.0,0.0,45.0,2,1125,3
3216,4,3.0,2.0,2.0,95.0,2,1125,47
4157,2,0.0,1.0,1.0,50.0,3,1125,12
159,2,1.0,1.0,2.0,71.0,14,365,35
2050,2,1.0,1.0,1.0,120.0,30,365,4
2450,3,1.0,1.0,2.0,44.0,2,14,17
2850,2,1.0,1.0,1.0,60.0,3,6,2
7417,5,1.0,1.0,4.0,100.0,3,1125,52
2173,2,1.0,1.0,1.0,100.0,365,365,3
3139,4,1.0,1.0,3.0,120.0,7,90,16
7816,2,0.0,1.0,1.0,85.0,4,1125,5
350,5,2.0,1.0,3.0,98.0,2,760,8
6511,2,1.0,1.0,1.0,53.0,1,1125,5
3665,4,2.0,1.0,3.0,160.0,3,1125,4
627,5,4.0,2.0,3.0,170.0,4,160,2
6591,4,2.0,1.0,2.0,100.0,2,7,11
4309,1,1.0,1.0,1.0,100.0,31,90,0
4949,5,3.0,1.0,5.0,155.0,3,1125,43
5481,4,2.0,1.0,3.0,99.0,5,24,2
4948,7,2.0,1.0,4.0,165.0,4,40,22
6795,3,1.0,1.0,2.0,134.0,1,1125,232
1342,4,2.0,1.0,4.0,300.0,7,1125,7
4602,2,1.0,1.0,1.0,65.0,2,1125,20
6492,2,1.0,1.0,1.0,35.0,4,1125,10
1790,2,1.0,0.5,1.0,45.0,4,30,92
2372,4,2.0,1.0,3.0,100.0,5,90,19
4110,2,1.0,1.0,1.0,95.0,3,100,13
918,2,1.0,1.0,1.0,45.0,5,365,12
1671,7,4.0,2.0,5.0,285.0,4,1125,45
1070,2,1.0,1.5,1.0,120.0,2,10,23
3310,2,0.0,1.0,2.0,74.0,3,150,149
7516,3,0.0,1.0,2.0,42.0,1,1125,178
7078,4,1.0,1.0,2.0,96.0,2,1125,234
6627,2,0.0,1.0,1.0,51.0,2,1125,0
6327,2,0.0,1.0,1.0,80.0,1,1125,0
6087,2,1.0,1.0,1.0,60.0,6,1125,2
7881,3,0.0,1.0,2.0,128.0,91,1125,1
2059,3,1.0,1.0,2.0,90.0,3,14,1
1324,3,0.0,1.0,2.0,74.0,30,305,33
6737,4,1.0,1.0,2.0,90.0,2,30,49
3790,2,1.0,1.0,1.0,122.0,28,365,12
710,1,1.0,1.0,1.0,28.0,1,1125,52
3604,2,1.0,1.0,1.0,100.0,1,1125,0
6994,2,1.0,1.0,1.0,92.0,1,4,11
1914,4,1.0,1.0,2.0,100.0,7,30,0
5507,4,1.0,1.0,1.0,250.0,3,31,3
6409,2,0.0,1.0,1.0,42.0,3,1125,11
1903,4,2.0,1.0,2.0,120.0,3,30,89
692,3,0.0,1.0,2.0,90.0,2,60,188
4588,4,2.0,1.0,3.0,105.0,3,30,112
4735,2,1.0,1.0,1.0,100.0,1,1125,9
619,2,1.0,1.0,1.0,91.0,2,150,374
2381,4,2.0,1.0,4.0,129.0,2,1125,390
4481,2,1.0,1.0,1.0,45.0,4,10,67
1729,2,1.0,1.0,2.0,65.0,2,90,231
4161,3,1.0,1.0,1.0,67.0,2,1125,0
2048,4,1.0,1.0,3.0,170.0,3,25,28
373,8,3.0,1.0,4.0,149.0,4,60,20
943,4,1.0,1.0,1.0,120.0,2,1124,42
5003,4,2.0,2.0,2.0,200.0,5,30,0
2420,7,2.0,1.0,5.0,350.0,7,1124,5
4721,4,1.0,1.0,2.0,50.0,3,40,9
5379,2,0.0,1.0,1.0,65.0,5,1125,8
3239,3,1.0,1.0,2.0,45.0,1,1125,2
7581,2,1.0,1.0,1.0,65.0,1,1125,6
6671,2,0.0,1.0,1.0,90.0,2,1125,5
2461,4,2.0,1.0,3.0,86.0,4,1125,4
1137,2,1.0,1.0,1.0,90.0,3,365,28
4365,4,1.0,1.0,1.0,45.0,7,1125,8
2266,2,1.0,1.0,1.0,180.0,3,30,188
1126,1,1.0,2.0,1.0,20.0,2,60,0
1277,3,1.0,1.0,3.0,42.0,3,31,328
4474,4,2.0,1.0,2.0,95.0,270,1125,7
4093,2,1.0,1.5,0.0,55.0,2,45,4
695,3,2.0,2.0,3.0,227.0,90,365,7
3253,1,1.0,1.0,1.0,45.0,3,40,111
5123,3,2.0,1.0,2.0,110.0,3,1125,1
6032,2,1.0,1.0,0.0,35.0,2,30,84
1802,4,1.0,1.0,2.0,90.0,2,180,44
5324,4,1.0,1.0,0.0,110.0,4,30,67
7623,1,1.0,1.5,1.0,72.0,1,4,93
2954,2,1.0,1.0,1.0,82.0,2,1125,43
7135,2,1.0,1.0,1.0,100.0,1,1125,0
6574,4,2.0,2.0,3.0,285.0,2,1125,9
5644,4,1.0,1.0,1.0,95.0,3,1125,95
5027,5,2.0,1.0,3.0,125.0,5,1125,4
1801,4,2.0,1.0,2.0,175.0,5,15,35
7814,2,1.0,1.0,1.0,77.0,1,1125,15
921,2,1.0,1.0,1.0,84.0,5,365,8
1681,2,1.0,1.0,1.0,100.0,5,365,31
7133,2,0.0,1.0,1.0,50.0,3,1125,2
4853,4,0.0,1.0,2.0,85.0,2,1125,229
1067,6,3.0,2.0,4.0,155.0,6,30,3
3491,2,1.0,2.0,1.0,115.0,30,365,26
5548,2,1.0,1.0,1.0,180.0,2,1125,1
2250,5,3.0,2.0,5.0,220.0,2,21,6
3875,3,2.0,1.0,2.0,80.0,3,15,59
2495,4,1.0,1.0,2.0,85.0,7,30,9
3127,4,1.0,1.0,2.0,75.0,3,1125,0
1238,2,1.0,2.0,1.0,43.0,2,17,4
4623,4,2.0,2.0,2.0,150.0,7,1125,20
3224,4,1.0,1.0,1.0,150.0,91,1125,3
2364,4,2.0,1.0,2.0,180.0,4,1125,4
832,3,2.0,1.0,2.0,98.0,3,30,11
4700,2,0.0,1.0,1.0,55.0,4,1125,71
4655,2,0.0,1.0,1.0,43.0,21,93,26
5086,5,2.0,1.0,3.0,93.0,5,20,15
7486,2,1.0,1.5,1.0,70.0,1,1125,13
1192,6,2.0,1.5,4.0,150.0,5,30,1
7185,2,1.0,1.0,1.0,68.0,4,10,0
1640,4,1.0,1.0,4.0,110.0,3,90,79
4984,2,1.0,1.0,1.0,70.0,3,1125,91
6899,2,1.0,1.0,1.0,65.0,2,14,69
304,6,2.0,2.0,2.0,172.0,3,365,111
496,5,1.0,1.0,0.0,135.0,6,365,213
5366,2,1.0,1.0,1.0,120.0,1,1125,16
2684,4,2.0,1.0,2.0,122.0,7,1125,1
7944,2,1.0,1.0,1.0,65.0,4,1125,1
5536,2,1.0,1.0,1.0,75.0,1,1125,0
310,2,1.0,1.0,1.0,129.0,3,90,212
7193,6,2.0,1.0,2.0,95.0,1,4,51
1459,2,0.0,1.0,1.0,90.0,2,1125,12
3411,2,1.0,1.0,1.0,60.0,4,1125,3
6875,2,1.0,1.0,1.0,37.0,1,1125,37
4308,4,1.0,1.0,1.0,80.0,4,30,88
2857,3,1.0,1.0,2.0,85.0,15,1125,6
2589,4,1.0,1.0,2.0,70.0,2,1125,9
4985,3,1.0,1.0,1.0,150.0,3,1125,1
5021,2,1.0,1.0,1.0,150.0,4,6,5
3386,2,1.0,1.0,1.0,64.0,4,1125,2
7418,6,1.0,1.0,3.0,95.0,2,1125,129
4191,4,1.0,1.0,2.0,90.0,3,1125,28
6073,4,1.0,1.0,2.0,95.0,3,38,3
7945,8,3.0,1.0,5.0,150.0,3,30,1
643,2,1.0,1.0,1.0,125.0,3,1125,25
1909,3,2.0,1.0,2.0,69.0,5,16,59
21,4,1.0,1.5,2.0,100.0,5,730,66
1566,2,1.0,1.0,1.0,100.0,3,35,104
537,5,3.0,2.5,3.0,160.0,2,20,213
4523,6,2.0,1.5,5.0,170.0,3,1125,83
6546,2,1.0,1.0,1.0,110.0,2,1124,53
4403,4,1.0,1.0,2.0,100.0,7,365,3
5312,2,1.0,1.0,1.0,110.0,1,1125,0
1043,2,1.0,1.0,1.0,65.0,4,30,0
6547,4,1.0,1.0,2.0,135.0,3,30,1
3508,2,1.0,1.0,1.0,40.0,91,366,2
5523,4,0.0,0.0,2.0,150.0,9,50,82
572,2,1.0,1.0,1.0,125.0,5,1125,84
2728,1,1.0,1.0,1.0,50.0,1,1125,0
3423,6,3.0,1.0,3.0,99.0,3,21,19
7030,4,1.0,1.0,2.0,80.0,3,30,42
7624,3,1.0,1.0,2.0,70.0,14,1125,0
1622,6,4.0,2.0,4.0,180.0,6,30,4
5139,6,2.0,1.0,4.0,75.0,1,1125,1
2776,4,2.0,1.0,3.0,78.0,7,31,41
6094,2,1.0,1.0,1.0,113.0,3,1125,1
4443,13,5.0,2.0,10.0,250.0,7,30,0
5971,3,1.0,1.0,1.0,72.0,1,1125,0
1005,3,1.0,1.5,3.0,165.0,2,30,68
6117,4,1.0,1.0,1.0,100.0,3,15,1
5494,3,1.0,1.0,2.0,200.0,1,1125,0
5188,4,2.0,1.0,1.0,75.0,2,1125,3
272,2,1.0,1.0,1.0,90.0,2,1125,142
7781,3,0.0,1.0,2.0,120.0,1,1125,156
7352,2,1.0,1.0,1.0,35.0,1,1125,3
7832,2,1.0,1.0,1.0,190.0,3,1125,20
515,4,1.0,1.0,4.0,112.0,10,90,7
5369,2,1.0,1.0,1.0,130.0,3,1125,88
6696,4,1.0,1.0,1.0,100.0,2,10,30
7801,4,1.0,2.0,2.0,169.0,3,1125,43
3059,4,2.0,1.0,2.0,68.0,7,20,3
4890,2,1.0,1.0,0.0,79.0,1,1125,84
813,4,2.0,1.0,3.0,140.0,7,30,0
3047,2,1.0,1.0,1.0,100.0,2,10,2
2474,2,1.0,1.0,1.0,110.0,2,1125,27
3374,3,1.0,1.0,2.0,85.0,2,1125,142
5928,4,2.0,1.0,2.0,110.0,2,50,3
1280,2,1.0,1.0,0.0,105.0,3,90,32
174,6,3.0,2.5,4.0,389.0,3,600,38
6733,2,0.0,1.0,1.0,55.0,23,29,55
435,4,4.0,2.5,5.0,100.0,5,15,5
529,4,1.0,1.0,2.0,80.0,4,61,50
7373,6,3.0,1.0,5.0,195.0,2,20,0
7184,2,1.0,1.0,1.0,35.0,1,1125,8
5885,1,1.0,2.0,1.0,30.0,1,1125,0
1272,2,1.0,1.0,1.0,75.0,1,2,54
1401,4,1.0,1.0,2.0,89.0,2,7,6
7109,4,1.0,1.0,1.0,65.0,5,1125,31
3837,4,2.0,1.5,2.0,160.0,1,1125,0
1044,2,1.0,1.0,1.0,35.0,6,30,2
2230,2,1.0,1.0,1.0,64.0,2,21,250
1670,2,1.0,1.0,1.0,59.0,2,1125,40
6841,2,1.0,1.0,0.0,120.0,2,1125,20
1576,5,1.0,1.0,3.0,127.0,2,20,140
7430,6,2.0,1.0,6.0,120.0,2,14,113
86,2,1.0,1.5,1.0,166.0,2,14,175
3928,2,1.0,1.0,0.0,55.0,2,14,181
2812,2,1.0,1.0,1.0,90.0,1,1125,0
3727,2,1.0,1.5,2.0,85.0,7,1125,0
6649,2,1.0,1.0,1.0,50.0,180,1125,20
873,1,1.0,1.0,1.0,39.0,1,600,133
4568,3,2.0,1.0,2.0,148.0,3,6,63
4243,3,2.0,1.0,2.0,280.0,4,1125,13
5518,2,1.0,1.0,1.0,80.0,2,1125,17
6752,2,0.0,1.0,1.0,65.0,4,1125,152
1102,2,1.0,1.0,1.0,120.0,7,120,20
3170,2,1.0,1.0,1.0,75.0,3,12,0
4852,2,1.0,1.0,1.0,80.0,3,1125,7
1423,4,1.0,1.0,1.0,59.0,2,1125,15
7976,5,3.0,2.0,5.0,200.0,4,30,0
2817,4,2.0,1.5,2.0,185.0,3,90,275
3055,1,0.0,1.0,2.0,75.0,30,305,16
4463,2,1.0,1.0,1.0,99.0,2,21,80
2439,3,2.0,1.0,2.0,60.0,1,30,1
2720,1,1.0,1.0,1.0,39.0,1,1125,66
3751,4,1.0,1.0,1.0,74.0,2,1125,35
3898,1,1.0,1.0,1.0,60.0,3,30,273
6058,4,2.0,1.0,10.0,155.0,4,30,45
2316,6,3.0,2.0,3.0,140.0,4,30,25
517,2,1.0,1.0,1.0,83.0,2,30,375
891,5,4.0,1.0,4.0,100.0,4,14,27
5455,4,2.0,1.5,3.0,100.0,5,7,0
2213,2,1.0,1.0,1.0,32.0,5,30,8
5036,6,2.0,2.0,2.0,150.0,2,90,88
116,4,1.0,2.0,2.0,360.0,1,45,14
4752,6,3.0,1.0,4.0,350.0,3,14,18
6791,4,2.0,1.0,2.0,130.0,3,1125,20
58,4,1.0,1.0,2.0,115.0,30,305,260
4907,1,1.0,1.0,1.0,57.0,1,1125,0
443,2,1.0,1.0,1.0,80.0,4,365,57
5248,2,2.0,1.0,1.0,150.0,1,1125,0
7023,4,2.0,1.0,3.0,120.0,3,10,47
5587,2,1.0,1.0,1.0,60.0,28,1125,1
1446,2,1.0,1.0,1.0,150.0,14,60,5
236,2,1.0,1.0,1.0,39.0,5,30,66
4152,2,1.0,1.0,1.0,110.0,2,3,4
1979,4,1.0,1.0,2.0,70.0,90,180,7
7248,2,1.0,1.0,1.0,250.0,2,1125,10
7045,2,0.0,1.0,1.0,60.0,3,1125,9
3821,2,1.0,1.0,1.0,12.0,3,1125,16
2190,4,2.0,2.0,4.0,200.0,4,60,10
5361,5,2.0,1.5,3.0,120.0,4,1125,0
27,4,1.0,1.0,2.0,113.0,2,90,18
5797,4,1.0,1.0,2.0,50.0,4,1125,31
1607,2,0.0,1.0,0.0,69.0,30,300,7
7462,6,3.0,1.0,3.0,137.0,3,21,21
3601,2,0.0,1.0,1.0,49.0,91,366,0
5096,6,3.0,1.0,3.0,235.0,3,10,7
440,2,1.0,1.0,1.0,145.0,4,10,95
252,3,1.0,1.0,2.0,120.0,5,1125,123
7530,2,1.0,1.0,1.0,55.0,3,10,63
5067,4,1.0,1.0,2.0,133.0,5,30,11
6790,4,2.0,1.0,2.0,100.0,10,365,0
6453,2,1.0,1.0,1.0,50.0,2,15,5
2578,5,1.0,1.0,5.0,90.0,4,1125,1
704,2,1.0,1.0,1.0,55.0,2,7,34
5815,2,1.0,1.0,1.0,80.0,3,28,171
1291,4,1.0,1.0,2.0,125.0,3,7,93
2310,3,1.0,1.0,2.0,44.0,10,30,3
6104,2,1.0,1.0,1.0,80.0,1,1125,0
3881,2,1.0,1.0,2.0,80.0,3,1125,40
1836,4,1.0,1.0,2.0,125.0,270,1125,18
4127,2,1.0,1.0,1.0,79.0,3,1125,4
556,3,1.0,1.0,1.0,80.0,12,100,16
7351,2,1.0,1.0,2.0,67.0,15,1125,2
308,6,2.0,1.0,3.0,160.0,2,29,200
3305,4,1.0,1.0,1.0,90.0,2,31,60
2478,6,1.0,1.0,3.0,90.0,2,100,181
4130,4,2.0,1.0,3.0,187.0,6,120,28
1219,2,1.0,1.0,1.0,45.0,2,5,80
733,3,0.0,1.0,0.0,80.0,4,1125,17
2117,6,3.0,2.0,4.0,85.0,4,30,6
269,2,1.0,1.0,1.0,80.0,4,21,0
2383,8,4.0,1.0,9.0,350.0,4,21,26
5478,2,1.0,1.0,1.0,69.0,2,1125,5
6301,4,2.0,2.5,3.0,280.0,1,1125,7
2722,2,1.0,1.0,1.0,99.0,3,10,38
6315,4,1.0,1.5,2.0,100.0,6,14,23
185,3,1.0,1.0,1.0,60.0,5,30,53
809,3,2.0,1.0,2.0,109.0,5,21,0
6573,3,1.0,1.0,1.0,45.0,1,1125,1
5661,2,1.0,1.0,1.0,160.0,4,7,0
6509,5,2.0,1.0,3.0,149.0,2,1000,6
3378,5,3.0,2.0,3.0,170.0,4,15,26
672,5,2.0,1.0,2.0,53.0,5,20,2
2680,2,0.0,0.5,1.0,41.0,1,90,2
5008,6,1.0,1.5,4.0,119.0,2,1124,187
4583,4,2.0,1.0,2.0,170.0,2,15,2
4673,2,1.0,1.0,1.0,80.0,1,30,50
7979,4,1.0,1.0,3.0,120.0,3,1125,11
4280,4,1.0,1.0,2.0,90.0,5,50,113
1805,4,1.0,1.0,2.0,113.0,3,730,82
5787,2,1.0,1.0,1.0,130.0,1,1125,0
7240,4,1.0,1.5,2.0,210.0,3,30,100
6769,2,1.0,1.0,1.0,50.0,6,14,12
7856,2,0.0,1.0,1.0,80.0,7,7,0
3531,5,2.0,1.0,2.0,130.0,3,1125,12
708,4,1.0,1.0,2.0,139.0,3,100,45
2662,2,1.0,1.5,1.0,35.0,5,1124,38
5631,4,2.0,2.0,3.0,210.0,2,28,30
4916,2,0.0,1.0,1.0,100.0,4,50,73
3200,4,1.0,1.0,0.0,100.0,3,30,233
530,2,1.0,1.5,1.0,85.0,6,180,18
360,5,2.0,1.0,3.0,80.0,4,30,47
1930,1,1.0,1.0,1.0,53.0,30,300,95
1217,5,3.0,1.5,3.0,110.0,5,14,7
7810,2,0.0,1.0,1.0,50.0,5,1125,1
1788,3,1.0,1.0,2.0,40.0,2,31,5
4437,2,1.0,1.0,1.0,55.0,1,2,0
768,2,0.0,0.5,0.0,40.0,30,305,50
6765,2,1.0,1.0,1.0,63.0,2,1125,61
2468,4,1.0,1.0,2.0,70.0,2,365,84
6028,3,2.0,1.0,3.0,125.0,2,10,1
1220,2,1.0,1.0,1.0,64.0,2,1125,19
2841,2,1.0,1.0,1.0,60.0,4,30,14
4543,2,1.0,1.0,1.0,105.0,30,1125,19
5668,2,0.0,1.0,1.0,50.0,4,1125,17
4313,3,1.0,1.0,2.0,125.0,3,1125,71
5590,1,1.0,1.0,1.0,35.0,30,1125,10
6195,2,1.0,1.0,1.0,90.0,1,1125,0
4697,3,1.0,1.0,2.0,90.0,3,1125,5
3702,1,1.0,1.0,1.0,50.0,1,1125,378
5173,4,2.0,1.0,2.0,125.0,1,1125,4
1981,2,1.0,1.0,1.0,84.0,3,1125,141
7783,2,0.0,1.0,1.0,53.0,2,1125,0
5150,5,2.0,1.0,3.0,140.0,20,1125,0
4268,6,2.0,2.0,3.0,1690.0,5,1124,10
7923,4,1.0,1.0,2.0,100.0,5,1125,0
4576,6,2.0,1.5,4.0,300.0,3,1125,153
6201,2,0.0,1.0,1.0,79.0,2,1125,134
468,2,1.0,1.0,1.0,60.0,2,30,1
1382,4,1.0,1.0,2.0,170.0,3,60,29
3000,4,1.0,2.0,2.0,125.0,3,1125,26
7846,2,1.0,1.0,1.0,100.0,1,1125,0
6706,4,0.0,1.0,2.0,64.0,4,15,55
2918,3,1.0,1.0,1.0,89.0,7,92,7
3656,4,1.0,1.0,2.0,211.0,5,60,2
6177,6,2.0,1.0,6.0,186.0,2,1125,29
6314,3,1.0,1.0,2.0,80.0,1,1125,0
7849,2,0.0,1.0,1.0,50.0,5,1125,126
1139,2,1.0,1.0,1.0,52.0,4,1125,9
4148,2,1.0,1.0,1.0,35.0,1,24,3
7229,6,3.0,1.0,3.0,45.0,5,10,1
7644,4,1.0,1.0,2.0,110.0,4,8,2
2235,4,1.0,1.0,3.0,80.0,2,1125,13
7508,4,1.0,1.0,2.0,200.0,3,1125,24
7900,6,2.0,1.0,3.0,120.0,1,1125,0
148,3,1.0,1.0,1.0,85.0,3,365,70
6886,1,1.0,1.0,1.0,45.0,2,6,165
3314,4,1.0,1.0,2.0,95.0,100,1125,9
5755,6,3.0,2.0,3.0,520.0,1,1125,6
59,2,1.0,1.0,1.0,80.0,5,365,48
7458,2,0.0,1.0,1.0,70.0,2,1125,23
5508,4,2.0,1.0,3.0,110.0,3,1125,65
5199,6,2.0,2.0,3.0,250.0,6,19,0
3590,2,1.0,1.0,1.0,34.0,2,90,149
7866,2,0.0,1.0,1.0,75.0,3,1125,50
1344,5,1.0,1.0,2.0,75.0,30,305,25
860,4,1.0,1.0,2.0,130.0,1,365,488
7414,2,0.0,1.0,1.0,69.0,2,5,111
6090,2,0.0,1.0,1.0,60.0,3,365,0
5749,2,1.0,1.0,1.0,45.0,3,7,15
3286,3,0.0,1.0,2.0,89.0,3,1125,46
1789,5,3.0,2.5,3.0,115.0,4,21,11
3516,2,0.0,1.0,0.0,85.0,2,15,5
6231,2,1.0,1.0,1.0,70.0,2,1125,4
7058,2,1.0,1.0,1.0,75.0,2,5,16
6386,2,1.0,1.0,1.0,80.0,1,8,201
1752,2,1.0,1.0,1.0,75.0,1,1125,688
2380,3,1.0,1.0,1.0,99.0,2,1125,79
7852,4,1.0,1.0,2.0,125.0,2,1125,28
225,2,1.0,1.0,1.0,88.0,7,240,188
5452,6,3.0,3.0,3.0,200.0,5,1125,33
1275,2,1.0,1.0,1.0,85.0,5,31,3
4335,4,2.0,1.0,2.0,115.0,2,1125,35
6876,2,1.0,1.0,2.0,35.0,1,10,24
4900,3,1.0,1.0,1.0,70.0,1,30,16
2193,2,1.0,1.0,1.0,50.0,6,30,26
548,2,2.0,1.0,0.0,179.0,5,1125,0
238,2,1.0,1.0,1.0,65.0,1,2,3
879,4,2.0,1.0,6.0,225.0,5,21,3
4214,6,3.0,2.0,3.0,149.0,5,1125,2
7158,2,1.0,1.0,1.0,70.0,6,1125,15
6459,3,1.0,1.0,2.0,90.0,2,1125,6
2128,3,2.0,1.0,2.0,100.0,4,25,20
6735,2,1.0,1.5,1.0,38.0,5,1125,4
5226,2,0.0,1.0,1.0,90.0,2,1125,4
765,6,2.0,1.0,4.0,140.0,4,30,38
6096,5,2.0,2.0,2.0,529.0,3,10,0
7103,4,0.0,1.0,2.0,96.0,3,365,218
1136,2,1.0,1.0,1.0,69.0,5,1100,171
4774,6,2.0,1.0,3.0,95.0,3,30,13
6590,5,2.0,2.0,3.0,90.0,5,30,10
2552,2,1.0,1.0,0.0,98.0,3,28,18
2946,1,1.0,1.0,1.0,50.0,120,150,0
632,2,1.0,1.0,0.0,60.0,4,7,103
2725,12,5.0,3.0,7.0,500.0,2,1125,94
4005,6,2.0,1.0,4.0,130.0,6,90,44
7890,2,1.0,1.0,1.0,40.0,2,1125,30
4526,4,2.0,1.0,4.0,74.0,1,15,122
6561,2,1.0,1.0,1.0,90.0,2,1125,17
5703,2,1.0,1.0,1.0,60.0,10,64,10
1620,4,2.0,1.0,2.0,70.0,3,6,31
4691,2,0.0,1.0,1.0,60.0,4,1125,6
2401,3,1.0,1.0,2.0,90.0,4,365,54
4246,3,2.0,1.0,2.0,70.0,2,1125,18
4131,6,3.0,1.5,3.0,120.0,2,1125,92
1186,10,5.0,3.0,7.0,450.0,2,1125,78
6413,2,1.0,1.0,1.0,156.0,1,120,122
1174,5,2.0,1.0,4.0,95.0,2,45,14
5898,2,0.0,1.0,1.0,65.0,2,1125,44
4833,2,1.0,1.0,1.0,125.0,2,90,254
6020,4,2.0,1.0,2.0,60.0,4,1125,3
7924,2,0.0,1.0,1.0,59.0,1,1125,1
7673,2,1.0,1.0,1.0,180.0,1,1125,18
512,8,4.0,2.0,5.0,440.0,3,21,1
5274,2,1.0,1.0,2.0,100.0,2,15,1
